ih_1,ih_2,ih_3,ih_4,ih_5,ih_6,ih_7,ih_8,ih_9,ih_10,ih_11,ih_12,ih_13,ih_14,ih_15,ih_16,ih_17,ih_18,ih_19,ih_20,ih_21,ih_22,ih_23,grit_1,grit_2,grit_3,grit_4,grit_5,grit_6,grit_7,grit_8,bidr_1,bidr_2,bidr_3,bidr_4,bidr_5,bidr_6,bidr_7,bidr_8,bidr_9,bidr_10,bidr_11,bidr_12,bidr_13,bidr_14,bidr_15,bidr_16,bidr_17,bidr_18,bidr_19,bidr_20,bidr_21,bidr_22,bidr_23,bidr_24,bidr_25,bidr_26,bidr_27,bidr_28,bidr_29,bidr_30,bidr_31,bidr_32,bidr_33,bidr_34,bidr_35,bidr_36,bidr_37,bidr_38,bidr_39,bidr_40,bigsix_1,bigsix_2,bigsix_3,bigsix_4,bigsix_5,bigsix_6,bigsix_7,bigsix_8,bigsix_9,bigsix_10,bigsix_11,bigsix_12,bigsix_13,bigsix_14,bigsix_15,bigsix_16,bigsix_17,bigsix_18,bigsix_19,bigsix_20,bigsix_21,bigsix_22,bigsix_23,bigsix_24,rciss_1,rciss_2,rciss_3,rciss_4,rciss_5,rciss_6,rciss_7,rciss_8,rciss_9,ocq_instru,ocq_hfigs_1,ocq_hfigs_2,ocq_hfigs_3,ocq_hfigs_4,ocq_hfigs_5,ocq_hfigs_6,ocq_hfigs_7,ocq_hfigs_8,ocq_hfigs_9,ocq_hfigs_10,ocq_hfigs_11,ocq_hfigs_12,ocq_hfigs_13,ocq_hfigs_14,ocq_hfigs_15,ocq_art_1,ocq_art_2,ocq_art_3,ocq_art_4,ocq_art_5,ocq_art_6,ocq_art_7,ocq_art_8,ocq_art_9,ocq_art_10,ocq_art_11,ocq_art_12,ocq_art_13,ocq_art_14,ocq_art_15,ocq_lang_1,ocq_lang_2,ocq_lang_3,ocq_lang_4,ocq_lang_5,ocq_lang_6,ocq_lang_7,ocq_lang_8,ocq_lang_9,ocq_lang_10,ocq_lang_11,ocq_lang_12,ocq_lang_13,ocq_lang_14,ocq_lang_15,ocq_books_1,ocq_books_2,ocq_books_3,ocq_books_4,ocq_books_5,ocq_books_6,ocq_books_7,ocq_books_8,ocq_books_9,ocq_books_10,ocq_books_11,ocq_books_12,ocq_books_13,ocq_books_14,ocq_books_15,ocq_author_1,ocq_author_2,ocq_author_3,ocq_author_4,ocq_author_5,ocq_author_6,ocq_author_7,ocq_author_8,ocq_author_9,ocq_author_10,ocq_author_11,ocq_author_12,ocq_author_13,ocq_author_14,ocq_author_15,ocq_socsci_1,ocq_socsci_2,ocq_socsci_3,ocq_socsci_4,ocq_socsci_5,ocq_socsci_6,ocq_socsci_7,ocq_socsci_8,ocq_socsci_9,ocq_socsci_10,ocq_socsci_11,ocq_socsci_12,ocq_socsci_13,ocq_socsci_14,ocq_socsci_15,ocq_physci_1,ocq_physci_2,ocq_physci_3,ocq_physci_4,ocq_physci_5,ocq_physci_6,ocq_physci_7,ocq_physci_8,ocq_physci_9,ocq_physci_10,ocq_physci_11,ocq_physci_12,ocq_physci_13,ocq_physci_14,ocq_physci_15,ocq_lifsci_1,ocq_lifsci_2,ocq_lifsci_3,ocq_lifsci_4,ocq_lifsci_5,ocq_lifsci_6,ocq_lifsci_7,ocq_lifsci_8,ocq_lifsci_9,ocq_lifsci_10,ocq_lifsci_11,ocq_lifsci_12,ocq_lifsci_13,ocq_lifsci_14,ocq_lifsci_15,ocq_cmes_1,ocq_cmes_2,ocq_cmes_3,ocq_cmes_4,ocq_cmes_5,ocq_cmes_6,ocq_cmes_7,ocq_cmes_8,ocq_cmes_9,ocq_cmes_10,ocq_cmes_11,ocq_cmes_12,ocq_cmes_13,ocq_cmes_14,ocq_cmes_15,ocq_phil_1,ocq_phil_2,ocq_phil_3,ocq_phil_4,ocq_phil_5,ocq_phil_6,ocq_phil_7,ocq_phil_8,ocq_phil_9,ocq_phil_10,ocq_phil_11,ocq_phil_12,ocq_phil_13,ocq_phil_14,ocq_phil_15,se_1,se_2,se_3,se_4,se_5,se_6,se_7,se_8,se_9,se_10,infmr_inst,gender,gender_TEXT,age,race,sat,act,phil_cls,psyc_cls,educ
4,5,3,6,1,6,3,3,4,5,2,3,3,3,5,4,5,2,3,3,4,5,4,3,4,3,3,3,4,3,3,6,5,4,5,3,7,3,3,3,2,2,2,3,1,5,2,4,5,6,4,6,4,4,1,1,4,5,3,3,5,3,2,3,3,5,6,7,6,2,4,5,3,4,5,4,3,5,3,3,3,3,3,3,4,3,2,3,3,4,4,4,3,3,2,4,4,2,2,2,3,1,5,3,1,4,,1,2,4,5,1,1,1,3,1,5,1,3,1,5,4,1,3,1,5,1,1,3,1,1,2,1,5,1,2,4,3,1,4,5,2,1,5,5,3,1,5,3,5,1,1,3,4,2,1,3,1,1,4,1,5,2,1,3,2,3,1,1,1,2,4,1,1,1,1,2,4,1,1,1,4,4,1,2,1,4,4,2,2,1,3,1,2,2,5,5,5,1,4,2,3,4,5,2,3,1,4,4,5,5,5,1,5,2,5,1,2,4,4,5,2,1,3,4,1,4,5,5,3,2,2,3,2,3,4,1,1,5,5,1,5,1,2,3,1,1,3,1,4,1,5,4,1,2,3,2,3,4,2,2,3,3,2,3,1,1,,42,7,,29,1,1,4
3,5,3,5,2,5,5,3,2,5,4,4,4,6,2,4,4,2,2,2,5,5,2,2,1,4,3,2,1,4,4,4,3,5,2,6,2,4,3,4,4,2,2,4,4,5,2,4,2,4,3,3,3,4,1,3,3,3,3,3,4,3,2,5,1,5,3,3,2,2,2,5,5,5,5,5,2,4,4,5,2,4,4,2,2,4,2,2,2,2,4,3,5,3,3,4,3,3,3,3,2,3,3,3,1,5,3,1,1,1,5,2,1,5,2,1,5,5,1,1,5,2,2,3,2,5,1,1,1,1,1,5,1,1,1,4,5,2,1,5,5,1,4,5,5,4,1,5,5,2,1,1,5,5,1,1,5,1,2,5,1,5,1,1,5,5,2,4,1,1,5,5,1,1,5,1,4,1,1,1,1,5,5,1,4,1,3,5,5,5,4,2,1,5,4,5,5,5,1,5,2,5,5,5,1,5,2,4,5,5,5,5,5,5,5,5,1,2,4,4,4,5,2,4,4,1,5,5,5,5,1,1,1,5,5,5,1,1,5,5,5,5,1,4,4,1,4,1,1,5,5,5,1,1,4,3,1,3,3,1,1,3,1,1,3,1,1,,28,1,,,0,0,4
1,7,1,7,1,7,3,6,5,4,7,5,1,7,1,2,1,1,3,1,6,6,1,3,2,5,4,2,2,4,5,7,4,2,5,6,6,7,3,6,1,5,1,7,7,6,2,7,3,7,2,1,3,3,1,3,4,1,2,3,1,4,3,7,1,7,6,7,7,6,5,6,6,6,6,4,1,6,6,6,2,5,6,2,1,2,1,1,1,1,3,3,6,4,6,5,2,3,4,5,1,5,2,5,1,4,1,1,1,1,5,2,1,1,1,1,3,1,2,5,5,3,1,5,1,5,1,1,1,1,1,1,4,5,2,5,5,3,5,5,2,3,5,5,5,5,5,5,5,5,1,3,5,3,1,1,1,1,1,5,1,5,2,1,5,3,1,3,1,2,3,5,1,1,1,1,1,5,1,1,3,5,5,3,5,5,3,5,3,5,5,5,5,5,4,2,5,5,4,5,5,5,5,5,3,5,5,4,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,3,4,5,4,4,3,2,2,3,4,2,1,1,5,3,3,4,1,3,3,2,1,3,3,4,4,3,1,5,3,4,1,4,3,1,1,4,2,1,4,1,2,,33,7,,,1,1,3
2,6,2,6,3,6,5,2,4,5,6,5,4,5,4,5,3,2,3,2,5,5,2,3,2,5,4,2,3,4,3,6,6,5,3,4,3,3,7,4,6,4,3,5,5,5,3,5,4,5,4,4,5,3,3,3,5,5,5,2,7,3,6,3,4,4,3,4,5,2,5,4,4,5,4,3,3,4,4,5,3,3,5,4,2,2,2,2,3,4,5,6,5,4,3,4,3,3,4,4,3,3,2,4,1,4,1,1,1,3,5,4,2,2,2,2,5,3,4,2,5,5,2,3,1,5,1,1,1,5,1,1,5,2,3,5,5,5,5,5,2,4,2,2,5,3,3,5,5,5,5,2,4,5,2,1,1,1,1,5,1,1,2,2,5,4,1,2,4,2,4,5,2,2,4,2,3,3,2,2,2,4,4,2,4,2,2,4,4,2,4,5,4,5,5,3,5,5,2,5,5,2,5,5,4,5,5,2,3,5,5,5,2,5,4,4,3,5,5,5,4,4,2,2,5,2,5,5,2,2,2,2,2,2,4,5,2,2,5,2,2,4,3,4,4,1,1,1,1,5,2,5,,5,3,3,2,3,3,2,2,2,2,2,3,1,2,,20,1,,28,0,6,1
1,7,1,6,1,6,6,5,2,6,2,2,2,6,1,2,2,1,2,3,6,5,1,2,2,4,3,2,2,4,4,2,2,2,2,2,2,2,2,6,2,3,4,5,2,6,2,4,4,6,2,2,6,4,2,2,6,2,6,2,6,1,1,6,2,2,7,2,7,2,6,5,5,5,4,4,2,4,4,4,4,4,5,3,3,3,3,2,2,3,3,4,4,4,4,3,4,2,2,3,3,3,4,2,1,5,1,1,1,1,5,2,1,1,1,1,3,1,1,1,5,5,1,4,1,5,1,1,3,1,1,1,2,1,1,4,5,5,1,5,5,5,5,5,5,2,2,5,5,5,1,1,5,5,1,1,3,1,1,5,1,5,1,1,3,1,1,4,1,1,4,5,1,1,1,1,3,2,1,1,4,4,5,1,1,1,1,5,2,4,1,3,2,2,1,1,5,5,2,5,2,5,2,5,2,5,3,4,4,5,5,5,2,5,5,5,5,5,5,2,5,5,2,5,5,1,4,4,1,1,3,1,1,1,1,1,1,1,4,1,2,5,1,3,3,1,1,1,2,4,2,5,1,2,1,3,2,3,3,2,2,3,2,1,3,1,1,,29,1,,,1,0,4
1,7,4,7,1,6,3,6,5,5,6,6,2,7,1,4,1,5,2,2,7,1,6,3,3,5,2,5,4,3,3,7,6,2,1,6,4,6,2,5,7,1,5,7,1,5,3,6,3,2,1,2,6,2,1,2,5,7,1,1,6,5,2,5,2,7,2,6,5,5,1,5,4,4,5,6,2,5,3,4,1,1,4,1,4,2,5,2,6,4,2,1,4,5,1,4,5,1,4,4,5,2,4,5,1,5,3,2,1,2,5,2,1,3,1,1,4,1,3,3,5,5,1,5,5,5,1,1,2,3,1,1,3,4,1,4,5,5,1,5,5,2,1,1,5,1,1,5,5,5,1,1,5,5,4,2,5,3,2,4,1,4,4,1,5,2,3,1,1,1,4,5,1,1,2,2,4,2,1,2,5,5,5,1,4,2,3,5,5,1,2,5,1,5,5,5,5,5,1,4,3,4,4,4,1,4,1,4,4,5,5,5,4,5,3,5,3,5,5,5,5,5,2,5,5,1,5,5,3,2,2,3,1,3,1,1,1,1,5,2,2,5,1,4,3,1,1,1,4,5,2,5,3,2,3,3,2,3,3,2,2,3,3,1,3,1,1,,28,7,1030,,1,4,4
4,7,1,7,1,5,4,7,5,5,6,6,3,7,1,4,1,4,5,4,4,5,4,3,5,5,4,4,1,4,4,6,4,2,4,5,5,4,7,6,5,2,5,6,2,4,5,6,7,4,4,3,3,3,1,1,6,2,2,1,7,4,2,6,1,7,7,7,4,3,4,4,5,6,6,6,1,3,6,6,4,3,6,4,1,1,2,1,1,3,4,3,6,4,3,3,2,3,2,3,2,1,5,3,1,4,2,2,2,2,5,2,2,2,2,1,1,1,1,5,5,5,1,5,1,5,1,1,5,4,1,5,5,5,1,5,5,3,3,5,3,3,5,3,5,3,3,5,5,5,1,1,5,5,5,1,1,1,1,5,1,5,5,1,5,5,1,1,1,1,2,5,1,1,2,2,2,2,2,2,1,4,4,1,3,3,5,5,5,1,1,1,1,5,1,5,5,4,3,4,3,2,5,3,3,5,3,5,5,5,5,5,1,5,4,4,4,3,3,4,4,3,3,3,4,1,4,4,4,4,4,1,1,1,5,5,2,1,5,5,3,4,1,1,1,1,1,1,1,5,1,5,5,1,1,3,2,3,3,3,2,3,3,2,3,1,2,,35,7,,,2,2,4
1,7,1,6,1,7,7,4,4,4,4,2,3,6,1,2,3,4,2,1,6,6,3,2,2,5,2,2,3,5,4,6,3,4,2,5,4,1,4,6,2,2,5,7,3,6,1,4,6,6,2,2,6,5,1,3,6,7,7,1,7,1,1,5,4,7,7,6,7,4,2,5,5,2,4,6,2,3,6,5,1,2,5,4,1,3,2,2,3,2,1,2,5,5,3,2,5,1,3,3,5,4,3,3,1,5,4,1,5,3,5,1,4,4,2,1,5,3,5,5,5,5,1,5,4,5,1,3,3,4,1,2,4,5,5,5,5,5,3,4,5,2,2,5,5,3,1,4,5,5,4,1,5,5,3,1,4,5,3,5,5,5,5,1,5,5,5,3,4,1,5,5,1,4,3,2,4,5,1,4,4,5,5,2,4,3,1,5,5,5,4,5,2,4,5,3,5,3,1,4,3,5,2,4,1,3,2,4,5,5,5,4,2,3,1,4,2,1,5,5,5,5,1,3,4,1,4,5,3,5,3,2,4,1,3,2,4,2,5,5,1,4,2,4,3,3,2,5,2,5,4,5,5,4,2,3,2,4,3,1,2,3,3,2,4,1,1,,31,7,1030,,1,2,4
3,6,2,6,1,6,4,5,5,4,4,4,3,7,3,3,2,2,3,3,4,3,3,2,3,3,3,2,2,3,3,4,4,3,4,3,5,4,3,3,4,2,3,4,2,4,3,4,3,4,3,3,3,2,1,2,4,3,4,4,5,2,1,3,4,4,3,4,4,3,4,4,3,4,4,3,3,4,4,2,4,2,4,3,3,4,3,2,3,3,4,3,4,4,2,3,4,2,3,3,3,2,3,4,1,4,2,2,2,2,5,3,2,2,2,1,5,1,5,2,4,4,2,4,2,5,2,4,4,2,3,2,5,3,3,5,4,5,4,5,5,4,3,2,5,4,3,5,5,5,2,2,5,5,5,2,5,2,3,5,4,5,5,2,5,5,3,3,2,3,5,5,2,2,4,3,5,3,2,2,3,5,5,3,5,3,2,5,5,3,4,4,3,5,5,4,5,4,4,5,4,5,5,4,3,4,3,3,3,5,5,4,3,5,3,5,4,4,5,5,5,5,3,4,5,2,5,5,5,5,2,2,1,2,4,5,3,2,5,4,3,5,2,4,5,3,4,5,2,5,4,5,2,4,4,3,2,3,3,2,3,3,3,2,3,1,2,,32,7,,,1,2,2
1,6,2,6,1,5,2,6,6,2,6,6,3,7,1,1,1,5,7,2,4,1,3,3,3,4,2,2,2,4,4,4,3,4,3,6,3,3,3,5,2,2,4,3,5,4,4,5,4,3,1,4,3,4,1,3,6,4,2,2,6,1,1,6,2,4,7,5,7,2,4,5,5,4,4,4,1,5,5,3,3,1,5,2,2,4,2,2,2,2,5,4,5,4,2,2,4,2,3,4,3,2,3,3,1,3,3,1,3,3,4,1,1,3,2,1,3,1,3,1,4,4,1,3,1,5,1,1,3,2,2,1,4,4,1,2,5,5,1,5,5,3,2,5,5,1,1,5,5,5,1,1,5,4,1,1,4,4,3,5,4,2,2,1,5,3,2,5,3,1,3,5,1,1,3,4,2,5,1,1,4,4,5,1,2,1,4,5,4,3,2,5,4,2,5,4,5,4,2,5,4,5,4,5,2,5,3,4,4,5,5,5,2,5,2,5,1,5,5,5,3,5,1,3,5,1,5,5,3,2,4,1,4,5,4,4,1,1,5,4,1,5,1,2,3,1,2,3,2,3,2,5,4,4,4,3,2,4,4,1,2,4,3,1,3,1,2,,32,2,1290,,1,2,4
2,7,2,7,2,6,2,6,6,2,7,7,2,5,2,2,2,2,6,2,6,2,2,3,3,2,2,3,3,2,2,5,6,2,4,3,5,3,5,3,6,1,4,4,6,1,2,4,4,3,4,4,3,2,5,3,6,2,1,1,7,1,7,7,1,5,4,2,1,3,1,2,5,5,5,5,6,3,3,5,2,2,3,6,2,2,2,5,2,,4,2,6,6,2,2,2,2,4,4,2,3,2,4,1,4,3,1,4,5,5,3,3,3,4,1,5,4,5,5,5,5,2,5,5,5,1,2,5,5,1,1,5,5,5,4,5,5,1,5,5,5,2,5,5,5,1,5,5,5,5,1,5,5,5,1,4,5,5,4,5,5,5,1,5,5,5,5,5,1,5,5,1,5,5,5,5,5,1,4,5,5,5,1,5,1,4,4,5,5,3,5,5,5,5,5,5,4,1,4,4,5,4,4,1,5,3,5,5,5,5,5,5,5,2,5,2,5,5,5,5,,1,3,5,1,5,5,5,5,5,5,5,5,5,5,1,1,5,5,2,4,2,2,5,3,3,3,5,5,3,5,5,3,5,3,3,3,3,2,3,3,3,2,2,1,2,,33,7,1560,,1,2,4
4,6,2,6,1,4,2,2,6,6,5,7,5,6,7,4,6,1,6,5,1,2,7,2,4,5,2,3,4,3,5,6,5,6,2,4,4,6,4,3,6,3,2,6,3,4,7,6,4,4,2,1,6,2,1,4,6,4,6,2,7,1,1,7,2,7,7,4,3,2,4,4,3,3,2,4,1,6,,3,2,1,1,5,4,6,1,1,6,4,5,5,5,6,1,1,4,1,1,1,4,1,4,3,1,5,3,1,5,5,5,1,2,5,5,1,5,1,5,5,5,5,1,5,5,5,1,3,5,5,1,1,5,5,1,3,4,5,1,5,5,3,2,5,5,2,1,5,5,5,2,1,5,5,3,1,4,2,2,2,5,1,2,1,5,5,5,5,3,1,5,5,1,5,5,5,2,5,1,3,5,5,5,1,1,1,5,5,5,5,1,5,5,,5,5,5,5,1,,5,5,5,5,1,5,5,5,5,5,5,,5,5,1,5,1,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,1,1,3,1,1,2,2,4,1,5,3,1,5,3,1,3,3,1,1,3,1,1,3,1,2,,63,7,680,22,2,1,4
2,6,2,6,4,6,6,6,2,4,2,2,4,5,6,4,6,5,6,2,2,2,4,4,4,4,3,4,3,3,3,4,4,6,5,4,4,5,5,4,4,3,5,4,4,3,6,4,3,5,4,4,2,3,2,3,4,4,3,3,6,3,4,6,4,6,4,1,5,4,4,2,3,3,3,3,5,2,3,2,4,4,5,5,3,5,3,2,3,5,4,6,5,3,3,2,4,2,3,2,4,2,4,2,1,3,3,2,1,3,4,1,2,2,2,1,4,1,4,4,4,4,1,3,3,4,1,1,3,3,1,3,3,3,1,3,3,3,1,3,4,3,1,4,4,2,2,4,4,4,1,1,3,4,3,1,3,4,3,3,3,4,4,1,5,3,3,2,1,1,4,5,3,3,3,3,3,3,1,1,1,4,3,1,3,1,3,4,4,3,1,4,1,3,4,4,4,3,1,3,3,4,4,4,1,3,1,4,3,4,4,4,4,4,1,4,2,3,4,4,4,4,1,3,3,1,4,4,3,3,2,1,1,3,4,4,1,1,4,3,1,3,1,3,4,1,1,3,2,4,2,4,3,2,1,2,3,3,3,3,3,3,3,3,2,1,2,,38,7,880,28,2,12,2
3,5,3,5,2,5,5,4,4,5,4,2,5,6,4,5,5,4,4,1,5,3,2,2,2,5,3,2,1,5,5,4,2,3,2,5,2,4,4,4,2,,2,4,1,7,3,4,1,6,1,1,6,1,7,1,6,1,6,1,7,1,6,4,7,2,7,1,7,1,7,5,6,4,5,6,1,5,3,5,3,1,5,1,1,1,2,1,1,1,1,1,4,5,5,3,3,2,3,2,4,2,4,3,1,4,1,1,1,1,5,1,1,1,1,1,1,1,4,4,5,1,,4,1,5,1,1,4,1,1,2,1,4,1,4,1,1,3,1,1,5,3,1,,1,1,4,5,5,1,2,5,5,5,1,1,1,1,5,1,5,1,1,5,5,1,1,1,1,5,5,1,1,1,1,1,4,1,1,1,2,4,1,4,1,1,5,4,1,1,4,1,4,1,1,5,4,1,4,1,4,1,1,1,4,1,3,1,5,5,5,5,5,3,5,5,1,1,5,5,5,2,2,5,1,5,5,5,5,1,1,1,5,5,5,1,1,5,5,2,4,1,4,4,1,1,1,2,5,1,5,1,1,1,3,1,3,3,1,1,3,1,1,3,1,2,,59,7,,,0,1,2
1,7,1,7,1,7,3,4,7,6,3,6,2,7,2,1,1,3,3,2,5,3,5,3,3,4,3,3,3,4,3,3,5,3,2,4,2,1,2,5,4,1,4,6,1,7,2,6,6,6,4,6,3,2,1,4,3,6,2,1,7,1,1,6,1,6,6,7,6,4,2,4,6,5,6,2,2,5,5,5,1,4,5,3,2,1,2,1,2,5,3,5,5,2,1,3,5,3,2,4,5,4,5,4,1,5,1,2,1,1,5,2,1,1,1,1,1,1,1,1,5,3,2,3,1,5,1,1,1,1,2,1,2,1,1,1,4,1,1,4,1,1,2,3,5,1,1,2,5,5,1,1,3,5,1,1,5,1,2,5,1,1,1,1,4,2,2,3,1,1,3,5,1,1,1,1,3,2,1,1,1,4,5,1,2,1,1,5,3,1,2,2,1,2,1,5,5,5,1,4,5,5,5,5,3,3,1,5,5,5,5,5,3,4,3,5,1,3,2,3,4,5,1,2,5,2,5,5,1,2,2,2,2,3,3,1,2,2,5,3,3,5,4,1,1,1,3,1,3,5,3,5,1,3,3,3,2,4,3,2,2,3,2,2,3,1,1,,25,7,,,0,0,1
5,7,1,7,1,6,5,1,4,6,4,4,7,7,4,4,5,1,7,3,2,1,7,3,4,5,1,1,4,5,5,7,4,1,5,7,4,4,7,1,7,1,5,1,1,1,6,7,4,4,4,4,4,4,1,2,7,6,1,4,7,4,1,4,4,2,7,4,4,7,2,6,6,5,1,6,5,6,3,1,1,1,1,6,1,4,3,1,1,6,1,5,4,4,1,1,3,1,1,1,4,1,5,3,1,5,1,1,1,1,4,3,1,2,1,1,1,1,1,2,5,5,1,5,1,5,1,1,3,1,1,1,3,1,1,5,,1,3,5,2,2,4,4,5,3,3,4,4,5,1,1,1,1,1,1,1,1,1,3,1,2,1,1,3,5,1,2,1,1,3,5,1,1,1,1,3,1,1,1,1,5,5,2,3,3,1,4,4,1,2,1,1,2,1,1,5,3,3,3,3,4,4,,2,3,3,4,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,3,2,2,1,1,1,1,3,1,1,1,1,1,1,1,4,4,1,2,2,3,2,5,1,5,4,4,3,2,4,1,3,4,4,1,4,4,2,1,2,,27,7,,,0,1,2
1,7,1,6,1,6,5,4,3,4,5,5,2,7,4,2,2,1,5,2,3,5,2,1,2,5,3,2,2,4,5,6,2,2,2,6,4,2,1,5,4,3,1,7,6,3,3,6,2,5,2,2,5,2,1,4,6,2,5,1,6,2,,6,2,6,5,1,4,3,5,5,5,4,5,5,1,2,3,4,1,1,2,5,4,2,1,1,1,1,3,2,6,5,2,4,2,3,3,2,2,4,2,3,1,5,5,2,3,4,5,3,5,2,2,1,4,3,5,5,4,5,1,5,5,5,1,3,4,5,1,2,4,5,3,3,5,5,2,5,5,5,1,5,5,4,2,4,5,5,3,1,4,4,4,1,3,3,3,4,5,5,4,1,3,4,5,4,5,1,4,5,1,3,3,3,4,5,1,3,3,5,5,1,4,1,5,5,4,4,2,5,4,3,4,3,5,4,2,2,5,3,4,4,2,2,2,4,4,5,5,4,4,5,2,5,2,1,4,4,4,5,2,3,5,2,5,5,5,5,5,5,5,5,5,4,2,2,5,5,2,4,1,1,3,1,2,4,2,4,1,5,4,4,3,3,1,3,3,1,1,4,2,1,4,1,2,,61,7,1250,,0,3,4
3,7,2,6,2,6,5,4,3,4,4,2,4,5,2,3,2,3,2,2,6,6,3,2,3,5,5,4,2,3,4,6,3,5,4,3,5,3,5,4,2,5,6,4,6,5,3,2,4,5,3,4,5,2,2,2,4,3,2,3,4,5,3,5,6,5,5,3,5,4,4,4,2,3,4,2,3,4,3,5,3,2,4,4,3,3,2,2,2,4,3,4,5,3,3,4,3,2,2,4,2,3,4,3,1,4,2,2,3,2,4,3,2,3,2,2,3,2,2,2,4,4,2,3,2,4,2,2,3,2,2,3,2,4,2,3,4,4,2,3,2,1,3,2,4,2,3,4,4,4,2,3,3,4,2,2,2,1,1,4,1,3,1,1,3,1,1,3,2,2,1,4,2,2,1,1,3,2,2,2,2,3,3,2,3,2,2,4,3,2,3,3,2,3,2,4,4,4,2,4,3,3,4,4,2,3,2,4,3,4,4,4,2,3,2,4,3,2,3,2,4,4,2,2,4,2,4,4,2,2,1,3,2,1,2,1,1,2,4,2,2,4,2,3,2,2,1,3,2,4,3,4,2,3,1,3,1,3,3,2,2,3,2,2,3,1,2,,25,7,,18,1,4,3
2,6,2,6,2,6,5,3,4,6,2,2,2,6,2,4,2,2,2,2,4,3,2,3,2,3,2,2,2,3,3,4,3,3,5,5,5,3,4,4,2,3,3,5,4,2,5,3,2,3,2,3,4,4,5,2,5,6,3,1,5,4,6,7,4,4,4,7,5,2,4,3,4,6,3,4,4,4,3,5,4,2,3,4,2,1,2,1,3,4,3,4,5,3,2,3,4,2,3,3,2,2,4,3,1,5,3,1,1,4,5,1,5,4,5,1,5,1,5,5,5,5,1,5,5,5,1,4,5,5,1,2,5,5,3,4,5,5,5,5,5,5,2,5,5,5,1,5,5,5,5,3,5,5,4,1,3,5,5,5,5,5,5,1,5,5,5,5,5,1,5,5,1,5,5,5,5,5,1,2,5,5,5,1,5,1,5,5,5,5,2,4,2,5,5,5,5,5,2,4,5,5,5,5,2,5,3,5,4,5,5,5,5,5,2,5,2,5,5,5,5,5,2,5,5,1,5,5,5,5,5,5,5,5,5,5,1,3,5,5,3,5,2,3,4,1,1,5,5,5,5,5,5,5,2,3,2,3,3,2,2,3,2,2,3,1,2,,45,7,,29,1,0,4
1,7,1,7,1,7,3,5,4,5,4,4,2,6,1,1,2,1,2,2,7,2,5,2,2,5,3,2,3,4,4,3,5,1,6,4,7,1,6,6,7,1,4,4,6,2,1,2,7,3,2,3,6,2,1,1,3,4,2,2,1,6,1,6,2,7,4,7,4,5,2,6,2,5,2,6,6,6,1,4,2,2,3,2,5,3,4,1,6,4,4,2,5,4,1,1,4,1,1,2,4,1,5,1,1,4,1,1,2,3,5,1,2,2,1,1,2,1,2,3,5,5,1,2,1,4,1,1,1,1,2,2,1,4,2,3,4,5,1,3,4,3,1,4,5,1,1,2,5,5,2,2,2,4,1,1,3,1,2,4,2,5,3,1,3,3,2,1,2,1,5,5,1,1,2,2,2,4,1,1,1,4,2,1,1,1,1,4,3,3,2,1,1,4,5,3,5,3,1,3,3,3,3,3,2,2,1,3,4,4,5,4,2,4,1,2,1,2,4,3,4,2,1,2,5,1,3,4,3,2,1,1,4,1,1,1,1,1,4,3,1,4,1,1,1,1,1,4,1,3,1,3,5,2,2,2,4,3,3,4,4,2,4,4,1,1,2,,27,7,1550,34,2,1,1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,4,3,3,3,4,3,4,4,4,3,4,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,1,2,3,,2,3,2,1,3,2,1,2,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,3,4,2,3,4,2,2,1,3,3,2,2,4,3,4,4,4,3,3,2,3,2,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,4,4,3,2,3,2,4,3,4,4,3,4,4,3,3,3,2,4,4,4,2,3,2,3,4,3,3,2,3,3,3,3,3,3,3,1,1,,21,1,,,0,1,2
